Name,Structure,Area,Station,Flow,Orientation,Price,Price_sqm,Build_time
控江七村,1室1厅,39.23,杨浦,中区/5层,朝南,260,66275,1983.0
长恒苑,2室1厅,84.36,杨浦,中区/5层,朝南,605,71716,1999.0
杨浦大厦,5室2厅,207.46,杨浦,中区/24层,朝南北,788,37983,1996.0
九州花苑,2室1厅,96.13,杨浦,低区/25层,朝南,550,57214,nan
英达苑,2室2厅,96.81,杨浦,低区/32层,朝南,750,77471,2004.0
殷行路430弄,3室1厅,85.2,杨浦,高区/6层,朝南北,440,51643,1995.0
内江路384弄,2室0厅,45.23,杨浦,中区/7层,朝南,245,54167,1994.0
控江路1525弄,2室1厅,57.83,杨浦,中区/6层,朝南北,430,74355,1993.0
阜新路284弄,2室1厅,57.37,杨浦,中区/6层,朝南北,430,74952,1987.0
永吉路97弄,1室1厅,41.69,杨浦,低区/5层,朝南,275,65963,1987.0
华升公寓,3室2厅,117.07,杨浦,低区/34层,朝南北,760,64918,nan
翔顺公寓,2室1厅,71.44,杨浦,低区/6层,朝南,460,64389,1997.0
财大小区,1室0厅,38.19,杨浦,高区/6层,朝南,225,58915,1992.0
民星路350弄,2室1厅,51.51,杨浦,高区/7层,朝南北,265,51446,1995.0
海鸿公寓,2室1厅,78.54,杨浦,中区/6层,朝南,570,72574,1996.0
黑山小区,1室0厅,36.9,杨浦,低区/6层,朝南,225,60975,1986.0
明丰阳光苑,2室2厅,101.88,杨浦,中区/6层,朝南北,720,70671,2003.0
金宇名邸,2室2厅,98.43,杨浦,低区/18层,朝南,760,77212,nan
海上硕和城,2室2厅,98.91,杨浦,中区/18层,朝南,900,90991,2008.0
长白三村,2室0厅,45.83,杨浦,高区/5层,朝南,270,58913,1982.0
财大小区,2室1厅,67.39,杨浦,高区/6层,朝南北,405,60097,1999.0
三湘世纪花城,2室2厅,112.93,杨浦,高区/12层,朝南北,740,65527,2002.0
国和二村,2室1厅,61.11,杨浦,高区/6层,朝南,350,57273,1990.0
工农三村,2室1厅,48.66,杨浦,低区/6层,朝南,300,61652,1991.0
新翔公寓,2室1厅,84.5,杨浦,低区/19层,朝,425,50295,1995.0
工农四村星源佳苑,3室2厅,147.21,杨浦,低区/17层,朝南北,800,54344,2004.0
国和二村,1室1厅,40.9,杨浦,低区/6层,朝南,245,59902,1988.0
文化花园明珠苑,2室2厅,110.36,杨浦,低区/9层,朝南北,772,69952,2001.0
延吉六村,2室1厅,50.12,杨浦,高区/6层,朝南北,310,61851,1986.0
控江四村,2室1厅,48.27,杨浦,高区/6层,朝南,310,64222,nan
民星住宅小区,3室1厅,75.17,杨浦,低区/18层,朝南北,410,54543,1991.0
国顺路310弄,1室1厅,36.43,杨浦,高区/6层,朝南,230,63134,1981.0
长海一村,3室1厅,80.15,杨浦,中区/6层,朝南北,490,61135,1995.0
海上海新城（公寓）,3室2厅,157.44,杨浦,高区/23层,朝南北,1880,119410,2007.0
阳阳公寓,2室2厅,95.27,杨浦,中区/7层,朝南北,670,70326,1997.0
民星一村,2室1厅,80.21,杨浦,中区/6层,朝南,410,51115,1988.0
延吉五村,1室1厅,35.77,杨浦,高区/6层,朝南,225,62901,1985.0
工农三村,1室1厅,43.6,杨浦,高区/6层,朝南,265,60779,1991.0
长隆住宅小区,2室0厅,48.14,杨浦,中区/6层,朝南,320,66472,1985.0
九州花苑,3室1厅,95.28,杨浦,低区/6层,朝南北,620,65071,1995.0
新江湾时代花园,3室2厅,86.54,杨浦,高区/6层,朝南,670,77420,2000.0
三峰大厦,2室2厅,96.07,杨浦,低区/31层,朝南,670,69740,1991.0
明丰阳光苑,2室2厅,109.29,杨浦,低区/12层,朝南北,730,66794,2003.0
工农三村,1室1厅,44.8,杨浦,高区/6层,朝南,250,55803,1993.0
凤城一村,2室1厅,59.97,杨浦,高区/6层,朝南北,400,66700,1992.0
世和园,1室2厅,53.64,杨浦,高区/17层,朝南,375,69910,2003.0
长眉小区,2室1厅,62.08,杨浦,高区/7层,朝南北,370,59600,1994.0
凤城三村,1室1厅,45.94,杨浦,低区/5层,朝南,280,60949,nan
百兴花园,3室2厅,106.66,杨浦,低区/24层,朝南,630,59066,nan
吴家浜小区,2室0厅,64.46,杨浦,中区/7层,朝南,445,69035,nan
开鲁路31弄,2室1厅,67.16,杨浦,中区/6层,朝南北,390,58070,1985.0
开鲁六村,2室1厅,57.83,杨浦,高区/6层,朝南北,310,53605,1991.0
市光二村,2室1厅,72.01,杨浦,低区/16层,朝南,450,62491,1992.0
百兴花园,2室1厅,84.13,杨浦,中区/30层,朝西南,520,61809,1997.0
文化名园,3室2厅,110.46,杨浦,中区/6层,朝南,685,62013,2003.0
市光三村,2室1厅,57.69,杨浦,高区/6层,朝东南,315,54602,1993.0
乾阳佳园,3室2厅,132.53,杨浦,中区/17层,朝南北,850,64136,2004.0
合生江湾国际公寓,2室2厅,104.18,杨浦,中区/11层,朝南北,770,73910,2007.0
明丰阳光苑,3室2厅,134.81,杨浦,中区/14层,朝南北,1048,77739,2003.0
控江一村,2室2厅,93.2,杨浦,高区/6层,朝南北,700,75107,1999.0
翔殷路505弄,2室2厅,99.7,杨浦,高区/15层,朝南,610,61183,1999.0
工农三村,1室0厅,36.57,杨浦,高区/6层,朝,215,58791,1991.0
开鲁二村,1室1厅,45.15,杨浦,高区/6层,朝南,240,53156,1991.0
上焊大楼,1室1厅,46.57,杨浦,低区/16层,朝南,305,65492,1993.0
市光三村,1室1厅,44.55,杨浦,高区/6层,朝南,225,50505,1993.0
浦罡小区,1室1厅,42.62,杨浦,高区/6层,朝南,250,58657,1994.0
延吉五村,1室1厅,35.72,杨浦,中区/6层,朝南,218,61030,1986.0
民庆家园,2室1厅,82.9,杨浦,低区/18层,朝南,505,60916,2007.0
铁路新村（杨浦）,2室1厅,50.62,杨浦,高区/6层,朝南北,330,65191,1984.0
福阳大厦,3室2厅,104.03,杨浦,中区/26层,朝东南,715,68730,2003.0
香阁丽苑,2室2厅,98.03,杨浦,低区/10层,朝南北,830,84667,2004.0
富天苑,2室2厅,93.58,杨浦,低区/6层,朝南北,680,72665,2001.0
海上硕和城,3室2厅,120.3,杨浦,低区/18层,朝南北,1050,87281,2008.0
工农四村联银公寓,2室1厅,94.98,杨浦,中区/7层,朝南北,545,57380,1999.0
殷行路590弄,1室1厅,40.9,杨浦,高区/5层,朝南,210,51344,1989.0
中原纪联小区,3室1厅,73.0,杨浦,高区/6层,朝南北,360,49315,1996.0
延吉六村,1室1厅,56.85,杨浦,高区/12层,朝南,350,61565,1987.0
万佳苑,2室2厅,78.43,杨浦,中区/6层,朝南,550,70126,1998.0
文化花园香榭丽苑,2室2厅,106.95,杨浦,中区/11层,朝南,730,68256,1999.0
紫罗兰家苑,2室2厅,103.21,杨浦,中区/17层,朝南北,968,93789,2005.0
中通大厦,1室0厅,74.56,杨浦,中区/29层,朝北,160,21459,nan
国和二村,2室1厅,54.67,杨浦,高区/6层,朝南北,295,53960,1990.0
新江湾时代花园,3室2厅,96.85,杨浦,中区/6层,朝南北,750,77439,2000.0
紫罗兰家苑,3室2厅,123.89,杨浦,中区/17层,朝南,1240,100088,2005.0
凤城一村,1室0厅,37.1,杨浦,低区/6层,朝南,258,69541,1992.0
怡佳苑,2室1厅,59.66,杨浦,高区/7层,朝南北,358,60006,1994.0
珠江香樟南园,2室2厅,98.72,杨浦,低区/18层,朝南北,730,73946,nan
辽源一村,3室1厅,74.88,杨浦,高区/6层,朝南北,495,66105,1986.0
市光四村,2室1厅,66.37,杨浦,高区/6层,朝西南,340,51227,nan
控江五村,3室1厅,73.43,杨浦,中区/5层,朝南北,415,56516,1958.0
国和苑,2室1厅,56.99,杨浦,高区/6层,朝南北,330,57904,1997.0
内江路384弄,2室1厅,40.24,杨浦,低区/6层,朝南,260,64612,nan
长隆住宅小区,2室0厅,53.54,杨浦,中区/7层,朝南北,350,65371,1987.0
控江二村,3室1厅,80.72,杨浦,中区/5层,朝南,499,61818,1975.0
黎平大楼,2室2厅,82.37,杨浦,中区/18层,朝南,438,53174,nan
三门路358弄,2室1厅,63.38,杨浦,低区/6层,朝南北,415,65478,1999.0
新江湾城雍景苑,2室1厅,84.55,杨浦,低区/12层,朝南,650,76877,2008.0
国和一村,2室1厅,62.83,杨浦,高区/6层,朝南北,390,62072,1993.0
国和一村,1室1厅,41.89,杨浦,高区/6层,朝南,245,58486,1993.0
佳木斯路208弄,2室1厅,58.25,杨浦,中区/5层,朝南北,400,68669,1987.0
民京路838弄,1室0厅,41.0,杨浦,中区/6层,朝南,223,54390,1996.0
新江湾时代花园,2室1厅,83.01,杨浦,高区/6层,朝南,610,73485,2000.0
控江路896弄,1室0厅,33.89,杨浦,中区/5层,朝南,250,73768,1958.0
翔殷路773号,2室1厅,47.0,杨浦,低区/6层,朝南,292,62127,1983.0
开鲁六村,2室1厅,60.1,杨浦,高区/6层,朝南北,330,54908,1989.0
翔殷路505弄,2室1厅,69.4,杨浦,高区/7层,朝南北,399,57492,1997.0
双辽新村,2室0厅,58.15,杨浦,中区/7层,朝南北,410,70507,1991.0
浣纱四村,4室2厅,161.4,杨浦,高区/6层,朝南,950,58859,1996.0
华国家园,3室1厅,100.18,杨浦,中区/6层,朝南北,700,69874,2002.0
明丰阳光苑,3室2厅,134.86,杨浦,高区/14层,朝南,1050,77858,2003.0
控江五村,1室1厅,40.75,杨浦,中区/5层,朝南北,260,63803,1981.0
民京路837弄,2室1厅,69.51,杨浦,高区/7层,朝南北,360,51791,1997.0
控江二村107弄小区,2室0厅,59.16,杨浦,低区/7层,朝南,430,72684,1987.0
现代星洲城,3室2厅,119.8,杨浦,低区/16层,朝南北,960,80133,2003.0
延吉中路117弄,1室0厅,38.35,杨浦,中区/5层,朝南,250,65189,nan
民星路350弄,2室1厅,60.96,杨浦,高区/7层,朝南北,310,50853,1995.0
荣丰花园,3室3厅,158.18,杨浦,高区/6层,朝南北,960,60690,1998.0
殷行路571弄,1室1厅,41.6,杨浦,中区/6层,朝南,235,56490,1987.0
北茶园,2室1厅,55.93,杨浦,高区/7层,朝,400,71517,1997.0
延吉中路14弄,1室1厅,40.2,杨浦,中区/6层,朝南,260,64676,1986.0
工农四村星源公寓,2室1厅,74.3,杨浦,高区/6层,朝南,385,51816,1997.0
南茶园,3室1厅,79.5,杨浦,高区/6层,朝南北,520,65408,1995.0
安居花苑,2室1厅,80.92,杨浦,高区/7层,朝南,540,66732,1999.0
包头路902弄,2室2厅,94.89,杨浦,高区/6层,朝南,510,53746,1999.0
松苑小区,2室1厅,64.65,杨浦,高区/7层,朝南北,360,55684,nan
殷行路301弄,1室1厅,40.36,杨浦,高区/6层,朝南,205,50792,1997.0
上海大花园,3室2厅,146.87,杨浦,低区/13层,朝南北,1200,81704,2004.0
凯阳公寓,2室1厅,77.98,杨浦,高区/24层,朝南,560,71813,1999.0
延吉六村,1室1厅,51.76,杨浦,低区/12层,朝南,295,56993,1987.0
平凉小区,3室1厅,103.33,杨浦,高区/20层,朝东南,580,56130,1998.0
东方名城,3室2厅,131.0,杨浦,高区/6层,朝南,865,66030,nan
控江路1197弄,3室1厅,80.45,杨浦,中区/7层,朝南,530,65879,1993.0
控江五村,2室0厅,45.94,杨浦,中区/5层,朝南,280,60949,1977.0
靖宇东路85弄,2室1厅,77.0,杨浦,高区/7层,朝南,457,59350,1996.0
浣纱六村,2室1厅,72.55,杨浦,高区/7层,朝南,405,55823,1996.0
永安小区（杨浦）,3室1厅,53.61,杨浦,高区/7层,朝南北,360,67151,1990.0
密云小区,1室1厅,54.32,杨浦,中区/18层,朝南,390,71796,1989.0
新江湾时代花园,2室2厅,87.34,杨浦,高区/6层,朝南北,620,70986,2000.0
密云小区,2室1厅,66.2,杨浦,低区/18层,朝北,480,72507,1989.0
宏翔公寓,3室1厅,103.15,杨浦,中区/7层,朝南,570,55259,1999.0
万顺公寓,2室1厅,96.95,杨浦,中区/6层,朝南北,600,61887,1998.0
松花一村,2室0厅,50.52,杨浦,低区/6层,朝南北,270,53444,nan
天马大厦,2室2厅,111.57,杨浦,低区/24层,朝西南,620,55570,nan
隆昌路468弄,2室1厅,59.18,杨浦,高区/5层,朝南北,360,60831,1985.0
国和路1007号,3室1厅,83.0,杨浦,高区/7层,朝南,420,50602,1996.0
密云小区,2室1厅,57.71,杨浦,高区/6层,朝南北,510,88372,1985.0
武川路99弄,2室1厅,51.28,杨浦,高区/6层,朝南北,285,55577,1981.0
鞍山三村,1室0厅,23.86,杨浦,中区/5层,朝北,210,88013,nan
市京一村,3室1厅,110.12,杨浦,高区/7层,朝南北,550,49945,1997.0
长海一村,2室1厅,59.76,杨浦,高区/6层,朝南北,340,56894,1994.0
珠江香樟园,3室2厅,117.66,杨浦,低区/19层,朝南,999,84905,2003.0
密云小区,1室1厅,39.49,杨浦,中区/6层,朝南,380,96226,1984.0
明丰阳光苑,3室2厅,123.23,杨浦,高区/6层,朝南,900,73034,2003.0
凤城六村,1室1厅,41.32,杨浦,高区/6层,朝南,280,67763,1995.0
双阳公寓,2室1厅,91.52,杨浦,低区/12层,朝南,530,57910,2001.0
合生江湾国际公寓,2室2厅,92.59,杨浦,中区/17层,朝南,738,79706,2007.0
银龙新村,3室0厅,62.21,杨浦,低区/7层,朝南,437,70245,nan
国中酒店公寓,3室2厅,143.01,杨浦,低区/25层,朝东北,695,48598,1998.0
合生江湾国际公寓,2室2厅,108.55,杨浦,中区/13层,朝南北,860,79226,2007.0
新江湾城雍景苑,2室2厅,105.31,杨浦,中区/12层,朝南北,810,76915,2008.0
保利香槟苑,2室2厅,91.26,杨浦,低区/16层,朝南,710,77799,2008.0
文化名园,1室1厅,51.3,杨浦,高区/6层,朝,360,70175,2003.0
延吉七村,2室1厅,50.21,杨浦,中区/6层,朝南北,350,69707,nan
华润置地橡树湾,2室2厅,83.92,杨浦,高区/16层,朝南北,780,92945,2009.0
合生江湾国际公寓,2室2厅,104.18,杨浦,低区/11层,朝南北,730,70071,2007.0
浦江风景苑,4室2厅,162.49,杨浦,高区/18层,朝南北,1330,81851,2003.0
锦良苑,3室2厅,136.05,杨浦,高区/6层,朝南北,930,68357,2002.0
凤城六村,3室1厅,111.79,杨浦,低区/6层,朝南,650,58144,1995.0
和平花苑,3室2厅,170.23,杨浦,高区/25层,朝西南,1100,64618,1997.0
控江路1200弄,1室1厅,35.65,杨浦,低区/5层,朝南,289,81065,2001.0
北茶园,1室1厅,41.07,杨浦,中区/6层,朝南,275,66958,1997.0
三门路358弄,4室1厅,88.02,杨浦,高区/7层,朝南北,550,62485,1995.0
凤城路42号,2室0厅,56.2,杨浦,中区/5层,朝南,320,56939,1984.0
唐山路1280弄,1室1厅,31.4,杨浦,中区/7层,朝南,210,66878,1992.0
控江一村,3室2厅,102.29,杨浦,低区/6层,朝南,710,69410,1999.0
双辽新村,2室1厅,58.15,杨浦,中区/7层,朝南北,370,63628,1991.0
荣丰花园,1室1厅,52.38,杨浦,高区/6层,朝南,350,66819,1995.0
文化名园,2室1厅,63.07,杨浦,低区/6层,朝南北,450,71349,2003.0
长白三村,1室0厅,28.52,杨浦,中区/5层,朝西北,175,61360,1990.0
国和一村,1室1厅,40.06,杨浦,低区/6层,朝南,250,62406,1994.0
万佳苑,3室2厅,136.01,杨浦,低区/17层,朝南北,800,58819,2005.0
海杨公寓,2室2厅,91.36,杨浦,低区/7层,朝南,650,71147,1999.0
海鹏苑,2室1厅,71.25,杨浦,中区/6层,朝南北,460,64561,1997.0
世和园,2室1厅,72.93,杨浦,低区/17层,朝南,495,67873,2003.0
长海四村,1室1厅,45.26,杨浦,中区/6层,朝南,255,56341,1995.0
控江七村,1室1厅,29.04,杨浦,中区/5层,朝南北,175,60261,1979.0
控江七村,1室1厅,35.5,杨浦,中区/5层,朝南北,205,57746,1979.0
佳泰花园,3室2厅,134.0,杨浦,中区/6层,朝南北,950,70895,2001.0
百兴花园,1室1厅,57.88,杨浦,高区/24层,朝南,390,67380,1997.0
南茶园,1室1厅,44.29,杨浦,中区/6层,朝南,300,67735,1995.0
莱茵半岛,4室2厅,157.76,杨浦,高区/10层,朝,1050,66556,2002.0
公安公寓,2室1厅,60.63,杨浦,低区/20层,朝西,435,71746,1987.0
百兴花园,3室2厅,113.29,杨浦,低区/30层,朝南,670,59140,1997.0
三门路358弄,2室1厅,66.71,杨浦,中区/6层,朝,418,62659,1999.0
市光四村,1室1厅,43.38,杨浦,中区/6层,朝东南,230,53019,1995.0
阳明新城,2室1厅,74.93,杨浦,中区/35层,朝南,565,75403,nan
百兴花园,3室1厅,105.97,杨浦,中区/30层,朝东南,560,52845,1997.0
市光四村,2室1厅,51.55,杨浦,低区/6层,朝南北,308,59747,1991.0
工农四村五街坊,2室1厅,66.22,杨浦,中区/6层,朝南,380,57384,1996.0
控江绿苑,1室1厅,45.6,杨浦,中区/6层,朝南北,250,54824,1984.0
怡佳苑,2室1厅,82.9,杨浦,中区/6层,朝南北,470,56694,1995.0
世和园,2室1厅,69.18,杨浦,高区/17层,朝南,480,69384,2003.0
松益公寓,2室1厅,86.39,杨浦,中区/24层,朝南北,510,59034,1994.0
双阳公寓,2室2厅,84.71,杨浦,低区/14层,朝南,595,70239,2001.0
明和苑,3室2厅,142.33,杨浦,高区/12层,朝南北,950,66746,2003.0
内江二村,2室1厅,82.82,杨浦,中区/24层,朝南北,458,55300,1991.0
双辽支路70弄,1室1厅,38.56,杨浦,低区/7层,朝南,240,62240,1989.0
公园3000,1室1厅,46.44,杨浦,中区/17层,朝南,430,92592,2003.0
翔殷路491弄,2室1厅,45.62,杨浦,高区/6层,朝南北,289,63349,1992.0
华升新苑,2室2厅,101.78,杨浦,中区/17层,朝南北,800,78600,2004.0
惠信苑,1室1厅,66.3,杨浦,高区/10层,朝南,460,69381,nan
明丰阳光苑,2室2厅,109.29,杨浦,低区/12层,朝南北,720,65879,2003.0
翔殷路491弄,2室0厅,53.31,杨浦,中区/6层,朝东南,312,58525,1992.0
凤城六村,2室1厅,57.62,杨浦,低区/6层,朝南,450,78097,1995.0
宝地东花园,2室1厅,99.59,杨浦,低区/26层,朝南,800,80329,2009.0
靖宇南路5弄,1室0厅,35.84,杨浦,中区/6层,朝东,280,78124,1987.0
双辽新村,2室1厅,58.47,杨浦,中区/7层,朝南北,385,65845,1992.0
嘉禄公寓,2室2厅,93.91,杨浦,中区/6层,朝南北,740,78798,1999.0
殷行路590弄,2室1厅,58.87,杨浦,高区/6层,朝南,285,48411,1989.0
海鸿公寓,2室1厅,78.5,杨浦,中区/6层,朝南北,530,67515,1997.0
工农三村,1室0厅,36.7,杨浦,高区/6层,朝南,216,58855,1991.0
市京一村,2室1厅,60.33,杨浦,低区/6层,朝南北,330,54699,1995.0
珠江香樟园,2室2厅,91.29,杨浦,高区/25层,朝南,660,72297,nan
开鲁六村,2室1厅,64.43,杨浦,中区/6层,朝南北,330,51218,1995.0
双辽支路70弄,1室0厅,31.9,杨浦,低区/7层,,248,77742,1989.0
松花江路123弄,2室2厅,82.79,杨浦,低区/7层,朝南,510,61601,nan
沪昌公寓,2室2厅,109.81,杨浦,中区/19层,朝东南,770,70121,1998.0
望春都市家园,3室2厅,133.78,杨浦,高区/9层,朝南北,870,65032,nan
香阁丽苑,2室2厅,97.59,杨浦,低区/14层,朝南北,880,90173,2004.0
杨浦大厦,3室1厅,127.2,杨浦,高区/24层,朝南,500,39308,1996.0
大运盛城,2室2厅,89.7,杨浦,中区/28层,朝南,720,80267,nan
华升公寓,2室1厅,96.41,杨浦,中区/34层,朝南,620,64308,nan
市光三村,1室1厅,44.55,杨浦,高区/6层,朝南,230,51627,1993.0
界龙商务大楼,2室1厅,73.68,杨浦,高区/21层,朝西北,410,55646,1997.0
中轩丽苑,2室2厅,94.43,杨浦,中区/14层,朝南北,660,69893,2004.0
汇元坊,2室2厅,95.24,杨浦,低区/15层,朝南北,745,78223,2002.0
国和二村,2室1厅,53.57,杨浦,低区/6层,朝南北,315,58801,1990.0
百兴花园,3室2厅,105.97,杨浦,中区/24层,朝东南,580,54732,1997.0
北茶园,2室1厅,84.24,杨浦,高区/7层,朝南,550,65289,1997.0
加州水郡,3室2厅,161.91,杨浦,高区/20层,朝南北,1400,86467,2010.0
兰花新村,2室1厅,47.26,杨浦,中区/6层,朝南,300,63478,1983.0
控江二村107弄小区,1室0厅,28.38,杨浦,低区/5层,朝北,185,65186,1996.0
四季绿园,2室1厅,86.21,杨浦,低区/6层,朝南北,610,70757,2000.0
远力小区,2室2厅,88.45,杨浦,低区/6层,朝南,550,62182,1996.0
国和二村,1室1厅,39.41,杨浦,高区/6层,朝南,200,50748,1990.0
凤城五村,2室2厅,48.89,杨浦,低区/6层,朝南北,345,70566,nan
望春都市家园,3室2厅,128.79,杨浦,高区/9层,朝南,865,67163,1999.0
工农四村星源花苑,2室2厅,90.2,杨浦,中区/7层,朝南北,520,57649,1999.0
浣纱六村,1室1厅,61.21,杨浦,中区/7层,朝南,370,60447,1996.0
宝地东花园,2室2厅,99.81,杨浦,低区/26层,朝南,810,81154,2009.0
浦江风景苑,3室2厅,122.79,杨浦,高区/8层,朝南北,980,79811,2003.0
靖宇东路85弄,1室1厅,46.63,杨浦,低区/6层,朝南,290,62191,1995.0
工农三村,1室1厅,41.97,杨浦,低区/6层,朝南,240,57183,1992.0
凤城三村,1室1厅,47.35,杨浦,中区/5层,朝南,260,54910,2011.0
莱茵半岛,3室2厅,114.08,杨浦,高区/8层,朝南北,820,71879,2002.0
黑山小区,1室0厅,37.43,杨浦,高区/6层,朝南北,230,61448,1986.0
宝地东花园,2室2厅,99.74,杨浦,高区/24层,朝南北,880,88229,2006.0
珠江香樟南园,2室2厅,96.91,杨浦,低区/18层,朝南北,725,74811,2004.0
引翔港小区,3室1厅,90.2,杨浦,低区/24层,朝南北,500,55432,1989.0
公园3000,3室2厅,129.59,杨浦,中区/18层,朝南北,1030,79481,2003.0
益华小区,2室2厅,98.43,杨浦,高区/7层,朝南,550,55877,1996.0
海杨公寓,2室2厅,106.6,杨浦,低区/24层,朝南北,720,67542,nan
和平花苑,3室2厅,131.38,杨浦,低区/33层,朝南北,918,69873,2005.0
和平花苑,3室2厅,136.42,杨浦,低区/33层,朝西南,928,68025,2005.0
珠江香樟南园,2室2厅,91.72,杨浦,中区/18层,朝南,720,78499,2006.0
国和二村,2室1厅,60.38,杨浦,中区/6层,朝南,380,62934,1991.0
营口路113弄,2室1厅,50.12,杨浦,中区/6层,朝南北,345,68834,1984.0
辽源一村,2室1厅,49.87,杨浦,低区/6层,朝南北,325,65169,1983.0
民星住宅小区,2室1厅,62.05,杨浦,中区/18层,朝南,338,54472,1993.0
长白三村,1室0厅,36.52,杨浦,低区/6层,朝南,185,50657,1959.0
望春都市家园,2室2厅,70.17,杨浦,高区/8层,朝南,570,81231,1999.0
控江二村,1室1厅,38.82,杨浦,高区/5层,朝南,230,59247,1975.0
银河苑,2室1厅,82.99,杨浦,高区/7层,朝南,468,56392,1997.0
明园坊,2室1厅,64.93,杨浦,高区/7层,朝南北,400,61604,1993.0
伊顿公寓,3室2厅,145.82,杨浦,中区/17层,朝南北,1000,68577,2003.0
三湘世纪花城,2室2厅,105.52,杨浦,低区/11层,朝东南,680,64442,2002.0
控江五村,1室0厅,27.32,杨浦,中区/5层,朝南,155,56734,nan
双阳大楼,1室1厅,46.61,杨浦,高区/18层,朝东北,335,71872,1993.0
汇丰苑,3室2厅,139.09,杨浦,高区/6层,朝南北,826,59386,1997.0
开鲁五村,2室1厅,70.81,杨浦,低区/13层,朝东北,310,43779,1995.0
华升新苑,2室2厅,116.22,杨浦,低区/17层,朝南北,850,73137,2001.0
三门路11弄,2室1厅,66.5,杨浦,中区/6层,朝南,400,60150,1995.0
黄兴路1019弄,2室1厅,50.44,杨浦,高区/6层,朝南北,288,57097,1985.0
凤城三村,1室1厅,43.28,杨浦,中区/6层,朝南北,280,64695,1974.0
金鹏花园,3室2厅,96.6,杨浦,中区/24层,朝西北,600,62111,1998.0
民京路900号,2室1厅,46.54,杨浦,高区/6层,朝南,200,42973,1988.0
创智坊（公寓）,1室2厅,123.4,杨浦,中区/10层,朝东南,860,69692,2006.0
殷行路305弄,1室0厅,30.5,杨浦,中区/5层,朝南,165,54098,1967.0
民星二村,2室2厅,93.45,杨浦,中区/6层,朝南,465,49759,nan
控江西三村,2室2厅,58.13,杨浦,低区/5层,朝南北,380,65370,nan
海上硕和城,2室2厅,112.14,杨浦,低区/18层,朝南北,960,85607,2008.0
黄兴公寓,3室2厅,131.51,杨浦,低区/12层,朝南北,890,67675,2001.0
和平花苑,3室2厅,129.68,杨浦,低区/38层,朝南,898,69247,2005.0
丹江新苑,3室2厅,115.01,杨浦,高区/6层,朝南北,655,56951,nan
正文花园（二期）,3室2厅,147.28,杨浦,中区/14层,朝南,970,65860,2003.0
华润置地橡树湾,1室2厅,63.19,杨浦,高区/16层,朝南,598,94635,2009.0
合生江湾国际公寓,3室2厅,91.25,杨浦,低区/18层,朝南北,790,86575,2012.0
合生江湾国际公寓,3室2厅,147.94,杨浦,中区/17层,朝南北,1200,81113,2007.0
圣骊河滨苑,2室2厅,79.61,杨浦,低区/22层,朝南北,715,89812,2012.0
城市方园,3室1厅,88.36,杨浦,中区/33层,朝南北,450,50928,2011.0
开鲁三村,1室1厅,41.58,杨浦,高区/6层,朝南,240,57720,1993.0
海尚佳园,2室2厅,93.29,杨浦,低区/17层,朝南,730,78250,2006.0
中通大厦,2室1厅,134.93,杨浦,中区/29层,朝西北,420,31127,nan
鞍山路215弄,1室1厅,47.0,杨浦,中区/5层,朝南,340,72340,nan
益康大厦,3室2厅,131.73,杨浦,高区/26层,朝南,675,51241,2001.0
平凉路1545弄,2室1厅,47.97,杨浦,高区/6层,朝南,272,56702,1976.0
公园3000,3室2厅,104.0,杨浦,中区/11层,朝南,850,81730,2003.0
殷行路430弄,1室1厅,47.37,杨浦,高区/6层,朝南北,250,52776,1995.0
兰花新村,1室1厅,28.4,杨浦,高区/6层,朝南,200,70422,1983.0
松花江路95弄,2室1厅,72.37,杨浦,低区/6层,朝南,400,55271,1996.0
翔顺公寓,2室1厅,71.5,杨浦,中区/6层,朝南,440,61538,1997.0
华丰大楼,2室1厅,85.68,杨浦,低区/17层,朝南,530,61858,1996.0
浣纱三村,2室1厅,64.0,杨浦,高区/6层,朝南北,400,62500,1995.0
控江五村,1室0厅,21.11,杨浦,低区/4层,朝北,120,56845,1957.0
延吉七村,1室1厅,43.62,杨浦,高区/14层,朝南,260,59605,nan
延吉东路82弄,2室1厅,47.13,杨浦,中区/6层,朝南北,290,61531,1980.0
建新小区,1室0厅,33.55,杨浦,中区/6层,朝南,230,68554,1988.0
公园3000,2室2厅,99.54,杨浦,低区/5层,朝南北,830,83383,2002.0
控江七村,3室0厅,57.24,杨浦,低区/5层,朝南,338,59049,1979.0
大连路1188弄,2室1厅,54.31,杨浦,低区/7层,朝南北,390,71809,1992.0
鼎隆公寓,3室2厅,103.0,杨浦,中区/18层,朝南北,820,79611,2009.0
市光二村,2室2厅,70.78,杨浦,低区/16层,朝南,402,56795,1992.0
市光四村,1室1厅,49.73,杨浦,中区/6层,朝南,275,55298,1995.0
市光二村,1室1厅,41.4,杨浦,高区/6层,朝,230,55555,1990.0
政德东路88号,4室2厅,140.2,杨浦,高区/15层,朝南,950,67760,2001.0
华晖苑,2室1厅,96.94,杨浦,低区/8层,朝南,700,72209,2003.0
控江四村,1室0厅,36.24,杨浦,低区/6层,朝南,218,60154,nan
内江二村,2室1厅,70.01,杨浦,中区/24层,朝东西,440,62848,1993.0
时运苑,4室2厅,137.48,杨浦,高区/20层,朝南北,760,55280,1999.0
双花公寓,2室1厅,62.74,杨浦,中区/19层,朝南,465,74115,nan
