Name,Structure,Area,Station,Flow,Orientation,Price,Price_sqm,Build_time
华鹏花苑,1室1厅,47.33,宝山,中区/6层,朝南,280,59159,1997.0
好旺花苑,2室1厅,64.58,宝山,高区/6层,朝南,380,58841,1996.0
祁连二村,3室1厅,78.6,宝山,中区/6层,朝南北,360,45801,1994.0
祁连二村,2室1厅,67.01,宝山,高区/6层,朝南,315,47007,1996.0
共富花园,2室2厅,93.91,宝山,高区/13层,朝南,388,41316,nan
通河一村,3室1厅,73.12,宝山,中区/6层,朝南北,395,54020,1988.0
荣域飘鹰锦和花园（公寓）,2室2厅,89.45,宝山,低区/18层,朝南北,410,45835,2011.0
荣域飘鹰锦和花园（公寓）,2室2厅,83.26,宝山,低区/14层,朝南北,430,51645,2011.0
星福家园,1室1厅,65.1,宝山,高区/6层,朝南,325,49923,2004.0
高境一村,1室1厅,54.09,宝山,高区/6层,朝南北,275,50841,1994.0
美兰湖岭域,4室2厅,89.92,宝山,中区/6层,朝南北,385,42815,2009.0
三门路505弄,2室2厅,106.6,宝山,中区/7层,朝南,520,48780,1999.0
通河一村,1室1厅,57.08,宝山,低区/15层,朝东,270,47302,1995.0
共康五村,2室1厅,71.19,宝山,高区/6层,朝南,345,48461,1994.0
远洋7号,3室2厅,101.23,宝山,低区/11层,朝南北,420,41489,2012.0
梧桐城邦（公寓）,2室2厅,93.83,宝山,高区/14层,朝南北,580,61813,2008.0
宝宸怡景园,4室3厅,150.43,宝山,低区/18层,朝南北,985,65478,2011.0
馨佳园（菊盛路851弄）,2室2厅,73.66,宝山,高区/18层,朝南,320,43442,2011.0
铂金华府,5室2厅,227.41,宝山,高区/17层,朝南北,1600,70357,nan
乾溪新村,2室1厅,54.2,宝山,高区/6层,朝南北,305,56273,1994.0
大华三村二街坊,2室1厅,66.18,宝山,中区/7层,朝南北,365,55152,1995.0
保利叶语（公寓）,4室2厅,125.89,宝山,中区/21层,朝东西,699,55524,2012.0
馨佳园（菊泉街1346弄）,3室1厅,95.95,宝山,低区/14层,朝南北,400,41688,2011.0
保利叶语（公寓）,4室1厅,220.49,宝山,低区/19层,朝南北,1180,53517,2013.0
万科琥珀郡园,5室2厅,231.91,宝山,低区/6层,朝南北,1380,59505,2012.0
和欣国际花园,2室2厅,99.86,宝山,中区/17层,朝南北,660,66092,2007.0
滨江雅苑,3室2厅,132.84,宝山,低区/10层,朝南北,850,63986,nan
共富二村,2室1厅,65.02,宝山,中区/11层,朝南,330,50753,2006.0
菊泉新城（陆翔路358弄）,2室2厅,82.63,宝山,低区/6层,朝南北,420,50828,2005.0
共富四村,2室2厅,80.46,宝山,中区/6层,朝南北,340,42257,nan
淞南五村,2室1厅,63.36,宝山,高区/6层,朝南北,315,49715,1997.0
鑫鑫花园,2室2厅,93.27,宝山,中区/6层,朝南北,490,52535,nan
通河八村,2室1厅,44.28,宝山,高区/7层,朝南北,240,54200,1994.0
宝林六村,2室1厅,54.44,宝山,低区/6层,朝南北,280,51432,1993.0
宝林路50弄,1室1厅,63.24,宝山,中区/6层,朝南,270,42694,1997.0
天极盛宅花园,2室2厅,73.09,宝山,低区/6层,朝南北,305,41729,1997.0
天极盛宅花园,2室2厅,87.36,宝山,高区/6层,朝南北,290,33195,1995.0
远景佳苑,2室2厅,85.73,宝山,高区/6层,朝南北,535,62405,2004.0
宏宝公寓,3室1厅,100.66,宝山,高区/6层,朝,350,34770,1994.0
淞滨路160号,2室1厅,60.15,宝山,中区/17层,朝南北,275,45719,1990.0
祁连一村,2室1厅,64.19,宝山,中区/6层,朝南,300,46736,1994.0
美兰湖颐景园,2室2厅,85.84,宝山,高区/5层,朝南北,360,41938,2007.0
怡华苑,3室2厅,111.06,宝山,高区/6层,朝南北,565,50873,1998.0
海德花园,9室6厅,328.8,宝山,低区/6层,朝南北,2300,69951,2009.0
悦尚华都,1室1厅,44.35,宝山,中区/9层,朝南,199,44870,2011.0
淞南三村,1室1厅,39.92,宝山,低区/6层,朝南,190,47595,1995.0
锦秋花园（别墅）,3室2厅,204.72,宝山,地上3层,(进门) 北,1000,48847,2007.0
三花现代城,2室1厅,88.54,宝山,中区/14层,朝南北,550,62118,2010.0
嘉骏花苑,3室2厅,88.96,宝山,低区/6层,朝南北,495,55642,2004.0
嘉骏花苑,4室2厅,81.1,宝山,高区/6层,朝南北,450,55487,2002.0
环镇北路211弄,2室1厅,69.5,宝山,低区/6层,朝南,335,48201,1998.0
葑润华庭,2室2厅,86.12,宝山,中区/6层,朝南,380,44124,2008.0
呼玛二村,1室1厅,42.86,宝山,中区/6层,朝南北,222,51796,1995.0
罗南二村,2室2厅,85.35,宝山,中区/6层,朝南北,298,34915,2005.0
绿地海域笙晖（别墅）,3室2厅,104.93,宝山,地上3层,(进门) 南北,550,52415,nan
华能城市花园,2室2厅,106.23,宝山,高区/6层,朝南,630,59305,2001.0
保利叶上海（别墅）,5室3厅,235.86,宝山,地上1层,(进门) 西,1400,59357,2011.0
大华一村,3室1厅,110.86,宝山,高区/6层,朝南北,485,43748,1996.0
新天地荻泾花园,3室2厅,93.69,宝山,高区/17层,朝南北,422,45042,2011.0
富弘苑,3室2厅,122.31,宝山,高区/6层,朝南北,530,43332,2003.0
世纪非凡锦城,3室2厅,147.94,宝山,高区/18层,朝东,560,37853,2008.0
昌鑫时代绿园,3室2厅,114.21,宝山,中区/6层,朝南北,620,54285,2003.0
经纬城市绿洲,3室2厅,121.95,宝山,高区/13层,朝南北,685,56170,2007.0
锦辉绿园,2室2厅,91.23,宝山,低区/6层,朝南北,515,56450,2002.0
盛宅新村,2室1厅,61.24,宝山,高区/6层,朝南,268,43762,2005.0
大华公园世家康华苑,3室2厅,127.63,宝山,中区/11层,朝南北,715,56021,nan
保利叶上海（公寓）,2室2厅,81.69,宝山,高区/26层,朝南,415,50801,2010.0
康桥水都（公寓）,3室2厅,151.25,宝山,高区/6层,朝,530,35041,2005.0
中环国际公寓,2室2厅,83.72,宝山,中区/18层,朝南,540,64500,2012.0
万科琥珀郡园,4室2厅,170.73,宝山,低区/5层,朝南北,758,44397,2010.0
海尚明城,1室1厅,62.97,宝山,高区/18层,朝南,248,39383,2009.0
阳光美林,1室2厅,69.38,宝山,低区/10层,朝南,230,33150,2015.0
铂金华府,3室2厅,113.26,宝山,中区/13层,朝南,850,75048,nan
康泰新城,3室2厅,135.01,宝山,中区/6层,朝南北,650,48144,2003.0
新顾村大家园A区,2室1厅,75.48,宝山,高区/6层,朝南北,320,42395,2004.0
慧华苑,2室0厅,56.98,宝山,中区/6层,朝南北,280,49140,2009.0
殷高小区,3室2厅,109.28,宝山,高区/6层,朝南,610,55819,2003.0
海尚明城,2室2厅,101.95,宝山,高区/15层,朝南北,380,37273,2009.0
锦华苑,3室2厅,163.77,宝山,高区/6层,朝南北,650,39689,nan
高境二村,2室2厅,92.81,宝山,低区/6层,朝南,468,50425,1995.0
共富一村,2室1厅,56.88,宝山,高区/6层,朝南,245,43073,1997.0
美兰湖岭域,3室2厅,89.93,宝山,低区/7层,朝南北,400,44479,2009.0
共富三村,2室2厅,87.51,宝山,低区/6层,朝南北,400,45709,2001.0
三湘盛世花园,2室2厅,100.61,宝山,中区/11层,朝南北,590,58642,2006.0
大华一村,2室2厅,87.87,宝山,高区/6层,朝南,450,51212,1996.0
柏丽华庭,3室2厅,129.3,宝山,低区/16层,朝南北,660,51044,2007.0
古北菊翔苑（菊联路233弄）,2室1厅,73.0,宝山,高区/6层,朝南北,350,47945,2008.0
天馨花园（公寓）,3室2厅,107.93,宝山,中区/6层,朝南北,430,39840,2001.0
中环1号（一期）,2室2厅,94.5,宝山,低区/14层,朝南北,600,63492,2011.0
绿地领海（商住）,2室1厅,60.38,宝山,中区/18层,朝南,125,20702,nan
高境二村,2室1厅,73.68,宝山,中区/6层,朝南北,385,52252,nan
四元路20弄,1室1厅,41.55,宝山,高区/6层,朝南,165,39711,1993.0
海江二村,2室1厅,66.42,宝山,高区/6层,朝南,295,44414,1994.0
康桥水都（公寓）,2室2厅,114.18,宝山,中区/16层,朝南,465,40725,2008.0
淞南九村,2室1厅,62.92,宝山,高区/6层,朝南北,350,55626,1997.0
梧桐城邦（别墅）,3室2厅,278.96,宝山,地上3层,(进门) 南,1500,53771,2011.0
保利叶语（公寓）,4室2厅,124.62,宝山,高区/17层,朝南北,670,53763,2013.0
旭辉依云湾（别墅）,6室2厅,330.0,宝山,地上3层,(进门) 西,1420,43030,2010.0
四季绿城,2室2厅,88.87,宝山,中区/6层,朝南北,510,57387,2009.0
共和五村,1室1厅,38.28,宝山,高区/6层,朝南,195,50940,1996.0
丰翔新城,2室2厅,87.23,宝山,中区/27层,朝南,320,36684,2009.0
嘉骏香山苑,1室1厅,59.65,宝山,中区/6层,朝南,350,58675,2006.0
梧桐城邦（公寓）,2室1厅,57.99,宝山,中区/4层,朝东西,385,66390,2010.0
康桥水都（公寓）,2室2厅,112.19,宝山,中区/5层,朝南北,475,42338,2007.0
德都路165弄,2室1厅,61.56,宝山,高区/6层,朝南,205,33300,1998.0
康泰新城,3室2厅,122.96,宝山,低区/11层,朝南北,699,56847,nan
香逸湾,3室2厅,89.09,宝山,低区/11层,,440,49388,2009.0
泗塘三村,2室1厅,51.41,宝山,高区/6层,朝南北,235,45710,1985.0
宝钢四村,2室0厅,44.4,宝山,高区/5层,朝南,220,49549,1980.0
泰和新城,2室1厅,59.24,宝山,高区/6层,,225,37981,nan
长江西路1160弄,2室1厅,57.6,宝山,高区/6层,朝南北,260,45138,1993.0
祁连三村,1室1厅,55.43,宝山,高区/6层,朝南,248,44741,1997.0
锦龙苑,4室2厅,73.92,宝山,高区/6层,朝南,450,60876,2000.0
共和三村,2室1厅,80.71,宝山,高区/6层,朝南,360,44604,1996.0
保利叶上海（公寓）,2室2厅,80.01,宝山,低区/25层,朝南,420,52493,2010.0
宝林七村,2室1厅,58.92,宝山,高区/6层,朝南,260,44127,1992.0
宝山二村,2室1厅,75.41,宝山,中区/6层,朝南,370,49065,1997.0
枫庭丽苑,3室2厅,108.14,宝山,中区/6层,朝南北,650,60107,nan
乐业五村,3室1厅,74.74,宝山,高区/6层,朝南,280,37463,1997.0
杨泰二村,3室1厅,85.45,宝山,低区/6层,朝南,330,38619,1993.0
镇东新村,2室0厅,50.56,宝山,高区/5层,朝南北,170,33623,1986.0
宝山二村,2室1厅,80.34,宝山,高区/6层,朝南,360,44809,1994.0
宝景苑,2室2厅,102.06,宝山,低区/11层,朝南北,520,50950,nan
保利叶上海（公寓）,3室2厅,88.3,宝山,中区/25层,朝南北,495,56058,2010.0
通河二村,1室1厅,42.52,宝山,高区/6层,朝南,210,49388,1988.0
吉浦路615弄,1室1厅,51.27,宝山,高区/6层,朝南北,245,47786,1992.0
呼玛二村,2室1厅,42.39,宝山,高区/6层,朝南,216,50955,1988.0
呼玛四村,2室1厅,58.43,宝山,低区/6层,朝南北,260,44497,1993.0
中环1号（二期）,2室2厅,92.87,宝山,高区/18层,朝南北,590,63529,2012.0
美岸栖庭（公寓）,1室1厅,45.67,宝山,中区/17层,朝南北,320,70067,2013.0
高境一村,3室1厅,84.14,宝山,高区/6层,朝南,425,50511,1995.0
逸仙路1321弄,1室1厅,43.07,宝山,高区/6层,朝南,210,48757,1993.0
好日子大家园,2室2厅,90.38,宝山,低区/6层,朝南北,420,46470,2008.0
经纬城市绿洲,2室2厅,102.04,宝山,高区/14层,朝南北,535,52430,2009.0
共富二村,3室2厅,109.85,宝山,中区/6层,朝南北,460,41875,2006.0
滨江雅苑,2室2厅,97.62,宝山,高区/6层,朝南北,620,63511,nan
海尚明城,3室2厅,103.25,宝山,低区/11层,朝南北,370,35835,2008.0
洛场路250弄,2室1厅,67.22,宝山,高区/6层,朝南,335,49836,1994.0
淞南六村,2室0厅,49.21,宝山,中区/6层,朝南,255,51818,1995.0
民悦苑,2室1厅,71.22,宝山,高区/6层,朝南北,418,58691,nan
共富二村,2室1厅,75.5,宝山,高区/6层,朝南北,345,45695,1999.0
宝钢七村,1室1厅,35.79,宝山,中区/5层,朝南,170,47499,1978.0
铂金华府,2室2厅,101.02,宝山,中区/10层,朝南北,750,74242,nan
梧桐城邦（公寓）,2室2厅,88.47,宝山,中区/12层,朝南,580,65558,2010.0
上置美兰优湖,1室1厅,133.66,宝山,低区/16层,朝南北,225,16833,2013.0
宝林一村,2室1厅,53.97,宝山,高区/6层,朝南北,272,50398,1992.0
长宏新苑,2室2厅,78.64,宝山,低区/6层,朝南,420,53407,2002.0
民悦苑,2室1厅,77.68,宝山,高区/6层,朝南北,435,55998,nan
共富四村,2室2厅,76.45,宝山,高区/6层,朝南,345,45127,nan
通河四村,2室1厅,58.75,宝山,高区/6层,朝南北,300,51063,1997.0
馨佳园（韶山路245弄）,2室1厅,78.46,宝山,低区/6层,朝南北,350,44608,2011.0
共富二村,2室2厅,97.36,宝山,低区/6层,朝南北,399,40981,nan
鎏园,3室2厅,117.37,宝山,低区/14层,,700,59640,nan
吉浦路615弄,2室2厅,86.47,宝山,高区/6层,朝南,480,55510,1995.0
吉浦路615弄,2室2厅,90.23,宝山,高区/7层,朝南,465,51534,1995.0
呼玛三村,2室1厅,69.34,宝山,高区/6层,朝南,350,50475,1996.0
采菊苑,2室1厅,76.57,宝山,低区/11层,朝,395,51586,2008.0
华鹏花苑,2室2厅,86.53,宝山,高区/6层,朝南,550,63561,1997.0
经纬城市绿洲,2室2厅,99.22,宝山,低区/14层,朝南北,515,51904,2007.0
古北菊翔苑（菊联路232弄）,2室2厅,74.13,宝山,低区/8层,朝南北,365,49237,2008.0
梧桐城邦（公寓）,3室2厅,118.21,宝山,中区/14层,朝南北,755,63869,2006.0
共富二村,2室1厅,83.15,宝山,高区/6层,朝南,340,40889,1997.0
通河一村,2室1厅,76.52,宝山,中区/13层,朝东南,365,47699,1988.0
自然居家园,3室1厅,91.55,宝山,低区/10层,朝南北,400,43691,2010.0
惠民公寓,2室2厅,119.56,宝山,中区/20层,朝南北,680,56875,nan
海滨二村（宝山）,2室0厅,45.74,宝山,高区/6层,朝南,190,41539,1982.0
同济城市阳光,2室2厅,87.28,宝山,高区/18层,朝南北,485,55568,nan
吉浦路615弄,1室1厅,51.27,宝山,高区/6层,朝南,260,50711,1992.0
共富四村,3室1厅,92.45,宝山,中区/6层,朝南北,410,44348,nan
梧桐城邦（公寓）,4室2厅,156.0,宝山,中区/8层,朝南北,930,59615,2010.0
经纬城市绿洲,3室2厅,129.71,宝山,低区/14层,朝南北,660,50882,2005.0
招商海德名门（公寓）,2室2厅,84.87,宝山,高区/18层,朝南,390,45952,nan
高境一村,2室1厅,62.76,宝山,低区/6层,朝南北,335,53377,1995.0
梧桐城邦（公寓）,3室2厅,121.95,宝山,高区/11层,朝南北,730,59860,2008.0
经纬城市绿洲,3室2厅,130.65,宝山,中区/12层,朝南北,690,52812,2007.0
高境二村,2室1厅,73.68,宝山,高区/6层,朝南,375,50895,nan
共康六村,2室1厅,65.64,宝山,高区/6层,朝南,330,50274,1996.0
海滨三村,1室0厅,34.02,宝山,高区/5层,,165,48500,1981.0
罗南二村,2室1厅,65.35,宝山,高区/6层,朝南,240,36725,1995.0
杨泰三村,2室1厅,70.97,宝山,中区/6层,朝南北,270,38044,1995.0
学林苑,2室2厅,83.23,宝山,中区/6层,朝南,430,51664,2004.0
罗南二村,2室1厅,69.83,宝山,高区/6层,朝南北,220,31505,1996.0
屹立家园,2室2厅,93.25,宝山,低区/6层,,550,58981,2004.0
文宝苑,2室1厅,55.31,宝山,中区/11层,朝南,300,54239,2008.0
淞南五村,3室1厅,88.06,宝山,高区/6层,朝南北,410,46559,1996.0
和欣国际花园,1室1厅,50.25,宝山,高区/18层,朝南,400,79601,2009.0
逸仙路1321弄,1室1厅,43.93,宝山,低区/6层,朝南,230,52356,1993.0
通河二村,1室0厅,35.0,宝山,高区/6层,朝东南,190,54285,1988.0
环镇北路211弄,2室1厅,69.65,宝山,高区/6层,朝南,340,48815,1998.0
久华佳苑,3室2厅,120.67,宝山,中区/14层,朝南北,840,69611,nan
共和八村,1室1厅,46.7,宝山,低区/6层,朝南,255,54603,nan
菊泉新城（菊盛路50弄）,2室2厅,75.68,宝山,低区/11层,朝南北,345,45586,2005.0
呼玛四村,2室1厅,66.7,宝山,高区/6层,朝南,320,47976,1995.0
宝钢六村,2室1厅,47.49,宝山,中区/6层,朝南,255,53695,1980.0
大华二村,1室1厅,51.78,宝山,中区/6层,朝南,300,57937,1997.0
宝林一村,2室1厅,77.04,宝山,低区/18层,朝东北,330,42834,1994.0
呼玛四村,2室1厅,64.11,宝山,高区/6层,朝南,315,49134,1993.0
大华三村二街坊,2室1厅,61.95,宝山,中区/6层,朝南北,350,56497,1996.0
经纬城市绿洲,3室2厅,121.95,宝山,低区/13层,朝南北,647,53054,2007.0
共富二村,3室2厅,128.95,宝山,低区/6层,朝南,500,38774,1999.0
馨康苑,2室2厅,101.0,宝山,低区/15层,朝南北,630,62376,nan
新梅淞南苑,2室1厅,75.96,宝山,低区/14层,朝南北,460,60558,2008.0
三湘盛世花园,2室2厅,103.98,宝山,低区/14层,朝南,590,56741,2006.0
通河八村,2室1厅,88.87,宝山,高区/6层,朝南北,480,54011,2002.0
采菊苑,1室1厅,58.0,宝山,中区/10层,朝南,290,50000,2008.0
乾溪新村,1室1厅,41.42,宝山,高区/6层,朝南,218,52631,1994.0
复星花园（行知路50弄）,2室1厅,71.59,宝山,低区/6层,朝南北,415,57968,1996.0
祁连四村,2室1厅,70.95,宝山,中区/6层,朝南,338,47639,1998.0
庆安一村,2室1厅,55.66,宝山,高区/6层,朝南,230,41322,1996.0
葑润华庭,3室1厅,87.17,宝山,低区/6层,朝南北,420,48181,2008.0
华鹏花苑,2室2厅,85.54,宝山,高区/6层,朝南,440,51437,1997.0
菊泉新城（菊盛路50弄）,1室1厅,61.99,宝山,低区/5层,朝,285,45975,2005.0
罗南二村,2室1厅,67.59,宝山,低区/6层,朝南,245,36247,1997.0
罗南二村,2室1厅,69.83,宝山,中区/6层,朝南北,232,33223,1997.0
天馨花园（公寓）,2室2厅,75.06,宝山,中区/6层,朝南,338,45030,1998.0
呼玛四村,2室1厅,64.11,宝山,低区/6层,朝南,320,49914,1993.0
淞南五村,2室1厅,66.77,宝山,高区/6层,朝南北,305,45679,1996.0
当代高邸,2室1厅,76.05,宝山,中区/6层,朝南北,430,56541,2004.0
美兰湖岭域,3室2厅,86.62,宝山,低区/7层,朝南北,480,55414,2009.0
天馨花园（公寓）,3室2厅,128.52,宝山,低区/9层,朝南北,539,41938,2003.0
新城尚景,2室2厅,97.68,宝山,中区/16层,朝南北,558,57125,2006.0
通河二村,2室1厅,58.11,宝山,低区/13层,朝南,305,52486,1992.0
泰和路678弄,2室1厅,56.7,宝山,低区/6层,朝南北,240,42328,1988.0
宝地绿洲城,2室1厅,70.78,宝山,高区/6层,朝南北,360,50861,2006.0
九英里,2室2厅,98.76,宝山,低区/12层,朝南北,600,60753,2007.0
文华苑（宝山）,2室2厅,94.69,宝山,中区/6层,朝南北,565,59668,1999.0
经纬城市绿洲,2室2厅,94.15,宝山,低区/13层,朝南北,490,52044,2007.0
大华二村,2室1厅,68.25,宝山,中区/6层,朝南,420,61538,1996.0
共和小区,2室1厅,76.19,宝山,低区/6层,朝南,418,54862,1994.0
逸仙一村,2室1厅,59.59,宝山,低区/6层,朝西北,330,55378,1993.0
淞南六村,2室1厅,67.2,宝山,低区/6层,朝南,330,49107,1994.0
共富四村,3室2厅,121.0,宝山,中区/6层,朝南北,540,44628,nan
美岸栖庭（公寓）,2室2厅,100.46,宝山,高区/11层,朝南北,700,69679,2005.0
淞南五村,2室2厅,76.74,宝山,高区/6层,朝南,370,48214,1998.0
美岸栖庭（公寓）,2室2厅,90.88,宝山,低区/6层,朝南北,630,69322,2009.0
祁连二村,2室1厅,77.28,宝山,高区/6层,朝南,330,42701,1997.0
高境一村,1室1厅,56.63,宝山,低区/6层,朝南,310,54741,1995.0
祁连二村,1室1厅,42.26,宝山,高区/6层,朝南,205,48509,1994.0
呼玛二村,2室1厅,68.14,宝山,高区/6层,朝南,320,46962,1990.0
经纬城市绿洲,2室2厅,102.84,宝山,中区/6层,朝南北,530,51536,nan
高境一村,3室2厅,183.6,宝山,中区/18层,朝南北,800,43572,2001.0
采菊苑,2室2厅,76.14,宝山,高区/11层,朝东西,370,48594,nan
呼玛二村,2室1厅,56.84,宝山,高区/6层,朝南北,275,48381,1990.0
美岸栖庭（公寓）,2室2厅,99.16,宝山,高区/14层,朝南,690,69584,2007.0
祥泰苑,2室2厅,91.27,宝山,高区/5层,朝南北,455,49852,2008.0
屹立家园,2室2厅,92.65,宝山,高区/6层,朝南北,490,52887,2004.0
文宝苑,2室2厅,77.01,宝山,高区/11层,朝,420,54538,2008.0
新梅淞南苑,2室1厅,75.6,宝山,高区/14层,朝南北,495,65476,2008.0
通河四村,1室1厅,42.62,宝山,高区/6层,朝南,200,46926,1992.0
顺驰美兰湖,2室2厅,96.31,宝山,高区/6层,朝南北,380,39455,2007.0
民悦苑,2室1厅,71.79,宝山,低区/6层,朝南北,430,59896,nan
保利叶上海（公寓）,3室2厅,88.09,宝山,中区/28层,朝南北,488,55397,2010.0
九英里,1室2厅,64.52,宝山,高区/11层,朝南,440,68195,2007.0
罗南二村,3室1厅,86.59,宝山,中区/5层,朝南,298,34415,1996.0
艺康苑,2室2厅,95.17,宝山,高区/6层,朝,540,56740,2000.0
远景佳苑,2室2厅,86.0,宝山,高区/6层,朝南北,540,62790,2000.0
当代高邸,3室1厅,90.76,宝山,中区/6层,朝南北,480,52886,2003.0
呼玛四村,1室1厅,43.72,宝山,高区/6层,朝南,215,49176,1993.0
经纬城市绿洲,2室2厅,94.83,宝山,中区/16层,朝南北,515,54307,2009.0
经纬城市绿洲,3室2厅,111.75,宝山,低区/17层,朝南北,580,51901,2010.0
绿地公园广场（商住）,1室0厅,62.0,宝山,中区/19层,朝南,155,25000,2012.0
菊泉新城（陆翔路358弄）,2室2厅,70.37,宝山,低区/6层,朝南北,340,48316,2005.0
大华二村,2室1厅,70.5,宝山,高区/7层,朝南,400,56737,1995.0
吉浦路615弄,2室1厅,62.52,宝山,高区/6层,朝南北,365,58381,1996.0
和欣国际花园,2室2厅,85.57,宝山,高区/17层,朝南,580,67780,2010.0
淞南五村,2室1厅,67.33,宝山,高区/6层,朝南,318,47230,1996.0
高境二村,1室1厅,50.25,宝山,高区/6层,朝南北,265,52736,1995.0
环镇北路509弄,1室1厅,44.08,宝山,中区/6层,朝南,240,54446,1996.0
康桥水都（公寓）,2室2厅,78.01,宝山,高区/11层,朝南北,370,47429,2007.0
宝山五村,2室2厅,86.69,宝山,低区/6层,朝南北,430,49602,1998.0
文华苑（宝山）,2室2厅,88.5,宝山,低区/6层,朝南,550,62146,1999.0
富锦路1659弄,3室1厅,79.97,宝山,中区/6层,朝南,305,38139,1997.0
三花现代城,3室2厅,100.76,宝山,低区/15层,朝南北,620,61532,2008.0
文华苑（宝山）,2室1厅,70.4,宝山,中区/6层,朝南北,450,63920,1997.0
共康五村,2室1厅,61.16,宝山,高区/6层,,295,48234,1997.0
宝钢二村,2室0厅,49.78,宝山,高区/6层,朝南北,210,42185,1983.0
民主敦发小区,2室1厅,60.9,宝山,中区/6层,朝南,360,59113,1997.0
淞南十村,2室1厅,68.01,宝山,高区/6层,朝南,320,47051,1994.0
乾溪新村,2室2厅,77.19,宝山,中区/6层,朝南北,406,52597,1998.0
荣域飘鹰锦和花园（公寓）,2室2厅,91.36,宝山,中区/14层,朝南北,440,48161,2011.0
滨江雅苑,4室2厅,117.81,宝山,低区/6层,朝南北,660,56022,nan
新梅绿岛苑,2室2厅,91.23,宝山,高区/18层,朝南北,538,58971,2007.0
呼玛五村,3室1厅,85.25,宝山,低区/6层,朝南北,410,48093,1995.0
美岸栖庭（公寓）,2室2厅,92.65,宝山,中区/6层,朝南北,600,64759,2005.0
华浜新村,1室1厅,43.44,宝山,中区/6层,朝南,215,49493,1995.0
双城路650弄,1室1厅,51.5,宝山,低区/6层,朝南,235,45631,1997.0
庆安一村,2室1厅,56.23,宝山,高区/6层,朝南,230,40903,1996.0
馨佳园（韶山路419弄）,2室2厅,78.72,宝山,中区/11层,朝南北,380,48272,2009.0
白玉兰花园,2室2厅,117.45,宝山,中区/11层,朝南北,730,62154,2003.0
惠民公寓,2室1厅,90.13,宝山,低区/20层,朝南北,455,50482,nan
罗南一村,2室1厅,56.51,宝山,高区/6层,朝南北,200,35391,1993.0
宝地绿洲城,2室2厅,71.13,宝山,高区/6层,朝南,355,49908,2006.0
高境二村,1室1厅,57.77,宝山,中区/6层,朝南,275,47602,nan
三门路485弄,2室1厅,56.79,宝山,中区/7层,朝南北,320,56347,1996.0
罗南二村,2室1厅,69.83,宝山,高区/6层,朝南,225,32221,1997.0
大华一村,1室1厅,46.67,宝山,中区/6层,朝南北,285,61067,1990.0
天馨花园（公寓）,2室2厅,98.08,宝山,低区/6层,朝南北,416,42414,2004.0
乾溪新村,1室1厅,40.87,宝山,高区/6层,朝南,215,52605,1994.0
乐业一村,2室1厅,56.1,宝山,中区/6层,朝南,220,39215,1994.0
呼玛五村,2室1厅,60.63,宝山,高区/6层,朝南,297,48985,1997.0
菊泉新城（菊盛路50弄）,2室2厅,74.93,宝山,中区/14层,朝南北,380,50713,2005.0
淞南六村,2室1厅,70.39,宝山,低区/6层,朝南,350,49722,1996.0
菊泉新城（陆翔路678弄）,3室1厅,91.28,宝山,高区/11层,,415,45464,2005.0
嘉华苑（宝山）,3室2厅,134.33,宝山,中区/11层,朝南北,895,66626,2002.0
学林苑,2室2厅,92.24,宝山,低区/6层,朝南北,440,47701,2004.0
柏丽华庭,3室2厅,139.78,宝山,低区/18层,朝南北,600,42924,2007.0
通河八村,2室1厅,53.67,宝山,中区/6层,朝南北,295,54965,1994.0
共和小区,2室2厅,86.28,宝山,高区/6层,朝南北,480,55632,1994.0
高境一村,3室2厅,183.6,宝山,中区/18层,朝南,800,43572,2001.0
大华一村,2室1厅,79.22,宝山,低区/6层,朝南,478,60338,1995.0
大华一村,2室2厅,81.63,宝山,低区/6层,朝南,446,54636,1995.0
高境二村,2室1厅,79.67,宝山,高区/6层,朝南北,415,52089,1996.0
民主花园,1室1厅,49.6,宝山,高区/6层,朝南,280,56451,nan
吉浦路615弄,2室1厅,58.79,宝山,高区/6层,朝南北,310,52730,1994.0
共富三村,2室2厅,83.49,宝山,中区/6层,朝南北,375,44915,1999.0
呼玛五村,2室1厅,64.85,宝山,低区/7层,朝南,345,53199,1995.0
经纬城市绿洲,3室2厅,136.09,宝山,低区/13层,朝南,680,49966,2005.0
海滨二村（宝山）,2室0厅,46.51,宝山,中区/6层,朝南,220,47301,1981.0
四元路20弄,3室1厅,72.66,宝山,低区/6层,朝南北,285,39223,1994.0
宝启公寓,2室1厅,73.07,宝山,低区/6层,朝南,358,48994,2000.0
经纬城市绿洲,3室2厅,130.25,宝山,高区/13层,朝南北,780,59884,2009.0
大华三村二街坊,1室1厅,50.05,宝山,高区/6层,朝南,295,58941,1995.0
宝钢十村,2室0厅,50.53,宝山,高区/6层,朝南北,233,46111,1985.0
华浜新村,1室1厅,42.71,宝山,中区/6层,朝南,220,51510,1997.0
罗南二村,2室1厅,65.35,宝山,高区/6层,朝南北,230,35195,1995.0
行知家园,2室2厅,80.13,宝山,高区/6层,朝南北,480,59902,1997.0
东方丽都,3室2厅,106.57,宝山,低区/6层,朝南北,465,43633,2006.0
馨华苑,3室2厅,130.27,宝山,低区/6层,朝南北,785,60259,2001.0
共富一村,3室1厅,84.05,宝山,高区/6层,朝南北,355,42236,1997.0
久华佳苑,3室2厅,131.51,宝山,低区/14层,朝南北,900,68435,nan
